state_name,degree_type,college_name,early_salary,mid_salary,per_stem
Illinois,associates,Sauk Valley Community College,41300,61900,4
Illinois,associates,College of Lake County,42800,61600,2
Illinois,associates,Lincoln Land Community College,39300,61500,1
Illinois,associates,City Colleges of Chicago-Wilbur Wright College,40200,61100,6
Illinois,associates,Lewis and Clark Community College,41900,61000,4
Illinois,associates,Moody Bible Institute,39200,59700,0
Illinois,associates,Richland Community College,40500,59400,4
Illinois,associates,Kaskaskia College,39200,59000,3
Illinois,associates,Kankakee Community College,42100,58600,3
Illinois,associates,McHenry County College,39000,58600,2
Illinois,associates,Illinois Central College,40600,58500,6
Illinois,associates,Southeastern Illinois College,37300,58500,2
Illinois,associates,Lincoln Trail College,38400,57500,1
Illinois,associates,Kishwaukee College,41200,57500,3
Illinois,associates,Parkland College,40200,57400,7
Illinois,associates,Highland Community College (Illinois),39100,57300,1
Illinois,associates,Southwestern Illinois College,38600,57200,6
Illinois,associates,Lake Land College,38400,56800,1
Illinois,associates,Olney Central College,36900,56700,0
Illinois,associates,Carl Sandburg College,37100,56600,7
Illinois,associates,Rend Lake College,39300,56400,2
Illinois,associates,City Colleges of Chicago-Olive-Harvey College,37300,56300,1
Illinois,associates,Danville Area Community College,40400,56300,2
Illinois,associates,Wabash Valley College,37300,56200,0
Illinois,associates,Robert Morris University Illinois,37700,56000,5
Illinois,associates,Black Hawk College,39100,55500,1
Illinois,associates,Shawnee Community College,37100,55400,1
Illinois,associates,John A Logan College,38600,55300,1
Illinois,associates,John Wood Community College,35400,54100,1
Illinois,associates,Illinois Valley Community College,38200,53900,2
Illinois,associates,City Colleges of Chicago-Harold Washington College,35800,53400,2
Illinois,associates,City Colleges of Chicago-Kennedy-King College,36200,53000,1
Illinois,associates,Lincoln College,34800,52400,0
Illinois,associates,Spoon River College,34800,50900,11
Indiana,bachelors,Rose-Hulman Institute of Technology,75000,135800,96
Indiana,bachelors,University of Notre Dame,67000,130500,28
Indiana,bachelors,Wabash College,62200,114400,34
Indiana,bachelors,Purdue University-Main Campus,60900,110000,38
Indiana,bachelors,DePauw University,56600,101000,24
Indiana,bachelors,Trine University,55100,100300,26
Indiana,bachelors,Butler University,51800,99300,9
Indiana,bachelors,Valparaiso University,53300,98000,31
Indiana,bachelors,Indiana University-Bloomington,53600,97100,16
Indiana,bachelors,Taylor University,48700,90600,16
Indiana,bachelors,University of Evansville,50300,89900,17
Indiana,bachelors,Saint Mary's College,49700,89300,15
Indiana,bachelors,Earlham College,49100,88400,31
Indiana,bachelors,Indiana University-Purdue University-Indianapolis,50500,88200,15
Indiana,bachelors,Holy Cross College,48100,87800,0
Indiana,bachelors,Franklin College,48900,86200,21
Indiana,bachelors,Indiana State University,47900,85600,8
Indiana,bachelors,Hanover College,47500,85100,24
Indiana,bachelors,Indiana Institute of Technology,50000,84900,11
Indiana,bachelors,Manchester University,46900,84700,10
Indiana,bachelors,University of Indianapolis,47300,84500,5
Indiana,bachelors,Ball State University,45600,83700,7
Indiana,bachelors,University of Saint Francis-Fort Wayne,45700,83700,5
Indiana,bachelors,Indiana University-Purdue University-Fort Wayne,47300,83200,17
Indiana,bachelors,Marian University (Indiana),48400,82000,3
Indiana,bachelors,Indiana Wesleyan University-Marion,46500,81100,7
Indiana,bachelors,University of Southern Indiana,44800,79800,9
Indiana,bachelors,Indiana University-Kokomo,43900,79600,4
Indiana,bachelors,Goshen College,44600,79200,14
Indiana,bachelors,Anderson University (Indiana),44900,78600,6
Indiana,bachelors,Grace College and Theological Seminary,44200,78200,3
Indiana,bachelors,Indiana University-South Bend,45100,78000,8
Indiana,bachelors,Vincennes University,42600,76600,2
Indiana,bachelors,Indiana University-Northwest,43600,76300,8
Indiana,bachelors,Calumet College of Saint Joseph,42600,75900,3
Indiana,bachelors,Indiana University-East,43500,75900,9
Indiana,bachelors,Oakland City University,41000,75600,2
Indiana,bachelors,Indiana University-Southeast,42000,75400,10
Indiana,bachelors,Bethel College-Indiana,42400,74500,4
Indiana,bachelors,Trine University-Regional/Non-Traditional Campuses,40600,72700,9
Indiana,bachelors,Huntington University,38800,71600,3
Indiana,bachelors,Saint Mary-of-the-Woods College,39300,68800,3
Indiana,bachelors,Martin University,37400,68000,3
Indiana,associates,Indiana University-Kokomo,50700,71800,4
Indiana,associates,University of Indianapolis,51000,70600,5
Indiana,associates,Purdue University-Main Campus,43800,68900,38
Indiana,associates,Indiana University-Purdue University-Indianapolis,45000,68600,15
Indiana,associates,Marian University (Indiana),47300,67400,3
Indiana,associates,University of Saint Francis-Fort Wayne,47200,66600,5
Indiana,associates,Indiana University-Northwest,47800,66200,8
Indiana,associates,Indiana University-Bloomington,44100,65400,16
Indiana,associates,University of Evansville,42800,65200,17
Indiana,associates,Indiana University-Purdue University-Fort Wayne,40600,63600,17
Indiana,associates,University of Southern Indiana,43800,61400,9
Indiana,associates,Manchester University,41900,60000,10
Indiana,associates,Vincennes University,41000,59400,2
Indiana,associates,Indiana Wesleyan University-Marion,41700,59400,7
Indiana,associates,Indiana University-South Bend,39400,58700,8
Indiana,associates,Ivy Tech Community College,40300,57200,4
Indiana,associates,Ball State University,40600,56000,7
Indiana,associates,Oakland City University,38400,55900,2
Indiana,associates,Indiana Institute of Technology,39100,55200,11
Indiana,associates,Mid-America College of Funeral Service,35000,53100,0
Iowa,bachelors,Iowa State University,56100,101300,31
Iowa,bachelors,Drake University,52800,99900,7
Iowa,bachelors,University of Iowa,54100,99400,16
Iowa,bachelors,Grinnell College,53400,96500,41
Iowa,bachelors,Allen College,51600,91300,0
Iowa,bachelors,Cornell College,49600,90600,22
Iowa,bachelors,Loras College,48000,90100,14
Iowa,bachelors,Dordt College,51000,89600,17
Iowa,bachelors,Central College,49000,88800,36
Iowa,bachelors,Graceland University-Lamoni,48300,88700,5
Iowa,bachelors,Simpson College,49900,88600,17
Iowa,bachelors,Wartburg College,49300,88000,34
Iowa,bachelors,Coe College,47200,86900,24
Iowa,bachelors,Luther College,48200,85900,21
Iowa,bachelors,University of Northern Iowa,47100,85300,8
Iowa,bachelors,Maharishi University of Management,46800,85200,65
Iowa,bachelors,Saint Ambrose University,46900,84400,8
Iowa,bachelors,Northwestern College,44800,82400,11
Iowa,bachelors,Morningside College,44900,82100,6
Iowa,bachelors,Clarke University,44900,80200,6
Iowa,bachelors,University of Dubuque,44200,79700,7
Iowa,bachelors,Mount Mercy University,47200,79000,4
Iowa,bachelors,William Penn University,43900,78300,7
Iowa,bachelors,Upper Iowa University,44200,78000,3
Iowa,bachelors,Iowa Wesleyan University,42600,77200,8
Iowa,bachelors,Grand View University,44800,77100,11
Iowa,bachelors,Divine Word College,41500,76300,0
Iowa,bachelors,Buena Vista University,41700,76100,5
Iowa,bachelors,Briar Cliff University,41700,71700,5
Iowa,associates,Briar Cliff University,45400,66400,5
Iowa,associates,Northwest Iowa Community College,44300,65800,0
Iowa,associates,William Penn University,44200,64800,7
Iowa,associates,Indian Hills Community College,42400,64100,4
Iowa,associates,Iowa Western Community College,40000,61400,4
Iowa,associates,Iowa Central Community College,41000,60900,3
Iowa,associates,Des Moines Area Community College,40200,60800,4
Iowa,associates,Western Iowa Tech Community College,39300,60400,4
Iowa,associates,North Iowa Area Community College,38800,60100,1
Iowa,associates,Eastern Iowa Community College District,39600,59900,2
Iowa,associates,Kirkwood Community College,40500,59100,7
Iowa,associates,Northeast Iowa Community College,40600,58700,2
Iowa,associates,Ellsworth Community College,39900,58000,0
Iowa,associates,Iowa Lakes Community College,38300,57900,0
Iowa,associates,Southwestern Community College (Iowa),39300,56800,3
Iowa,associates,Upper Iowa University,37500,55500,3
Iowa,associates,Southeastern Community College (Iowa),39300,55200,4
Iowa,associates,Marshalltown Community College,37900,54200,1
Iowa,associates,Faith Baptist Bible College and Theological Seminary,37800,54100,0
Iowa,associates,Hawkeye Community College,38100,53300,4
Kansas,bachelors,University of Kansas,53000,98600,16
Kansas,bachelors,Kansas State University,52500,97200,18
Kansas,bachelors,Benedictine College,48700,91800,13
Kansas,bachelors,Ottawa University-Ottawa,49800,89900,7
Kansas,bachelors,University of Saint Mary,49500,89700,6
Kansas,bachelors,Newman University,48000,88500,11
Kansas,bachelors,Wichita State University,48700,87300,24
Kansas,bachelors,Ottawa University-Online,47300,84900,7
Kansas,bachelors,Pittsburg State University,47100,84900,8
Kansas,bachelors,Baker University,47800,84200,2
Kansas,bachelors,Southwestern College (Kansas),48500,83500,10
Kansas,bachelors,Washburn University,47000,83000,4
Kansas,bachelors,Ottawa University-Kansas City,45200,82600,9
Kansas,bachelors,McPherson College,44500,80900,9
Kansas,bachelors,Kansas Wesleyan University,44700,79400,10
Kansas,bachelors,Fort Hays State University,45100,79300,6
Kansas,bachelors,Sterling College,42700,79100,7
Kansas,bachelors,MidAmerica Nazarene University,46200,78500,1
Kansas,bachelors,Emporia State University,43500,78000,9
Kansas,bachelors,Tabor College,43300,77500,7
Kansas,bachelors,Friends University,44700,76500,14
Kansas,bachelors,Bethel College-North Newton,42700,73800,12
Kansas,bachelors,Bethany College (Kansas),39100,73200,17
Kansas,bachelors,Manhattan Christian College,39400,72200,0
Kansas,bachelors,Central Christian College of Kansas,37100,66100,2
Kansas,associates,Kansas Wesleyan University,49900,71000,10
Kansas,associates,Pittsburg State University,46400,68100,8
Kansas,associates,Northwest Kansas Technical College,43600,67300,1
Kansas,associates,Kansas State University,46600,66700,18
Kansas,associates,Hesston College,44900,66200,0
Kansas,associates,Neosho County Community College,44000,64100,0
Kansas,associates,Newman University,44600,64000,11
Kansas,associates,Fort Scott Community College,42000,63600,0
Kansas,associates,Manhattan Area Technical College,44200,63400,2
Kansas,associates,Johnson County Community College,41000,63300,4
Kansas,associates,Wichita State University,41400,63000,24
Kansas,associates,Highland Community College (Kansas),39900,62700,0
Kansas,associates,Dodge City Community College,42200,61800,3
Kansas,associates,Fort Hays State University,39800,61600,6
Kansas,associates,Washburn University,41800,61600,4
Kansas,associates,Colby Community College,41400,60800,2
Kansas,associates,Labette Community College,40300,59800,1
Kansas,associates,Barton County Community College,39200,58900,0
Kansas,associates,Baker University,39100,58300,2
Kansas,associates,Garden City Community College,39600,57800,5
Kansas,associates,Kansas City Kansas Community College,41900,57700,1
Kansas,associates,Seward County Community College,38900,57500,2
Kansas,associates,Pratt Community College,42100,57400,0
Kansas,associates,Hutchinson Community College,37900,56500,2
Kansas,associates,Flint Hills Technical College,38900,56500,14
Kansas,associates,Coffeyville Community College,35200,55300,0
Kansas,associates,Cloud County Community College,36600,55300,0
Kansas,associates,Wichita Area Technical College,38300,54600,1
Kansas,associates,Butler Community College,38000,54500,5
Kansas,associates,Cowley County Community College,33400,52600,1
Kansas,associates,Allen County Community College,34100,52100,13
Kentucky,bachelors,University of Kentucky,51700,96400,19
Kentucky,bachelors,Thomas More College,50000,90900,8
Kentucky,bachelors,Bellarmine University,49000,90700,11
Kentucky,bachelors,Centre College,49500,88500,22
Kentucky,bachelors,University of Louisville,49500,87600,18
Kentucky,bachelors,Northern Kentucky University,49000,87400,12
Kentucky,bachelors,Transylvania University,47900,85600,25
Kentucky,bachelors,Western Kentucky University,45500,83100,10
Kentucky,bachelors,Georgetown College,45000,81900,10
Kentucky,bachelors,Brescia University,44300,81200,7
Kentucky,bachelors,Eastern Kentucky University,45600,80700,5
Kentucky,bachelors,Murray State University,44800,79900,9
Kentucky,bachelors,Spalding University,44800,79200,0
Kentucky,bachelors,Kentucky Wesleyan College,42100,76800,14
Kentucky,bachelors,Union College (Kentucky),40400,76000,4
Kentucky,bachelors,Morehead State University,41300,74900,9
Kentucky,bachelors,University of the Cumberlands,39800,73800,8
Kentucky,bachelors,Kentucky State University,40700,73100,13
Kentucky,bachelors,Berea College,39500,71600,27
Kentucky,bachelors,Asbury University,39400,70800,4
Kentucky,bachelors,University of Pikeville,39000,70700,11
Kentucky,bachelors,Kentucky Christian University,39600,70300,3
Kentucky,bachelors,Midway University,39200,70300,3
Kentucky,bachelors,Campbellsville University,37600,66800,7
Kentucky,bachelors,Lindsey Wilson College,35300,64100,2
Kentucky,bachelors,The Southern Baptist Theological Seminary,33600,60500,0
Kentucky,associates,Kentucky State University,47300,68300,13
Kentucky,associates,University of Louisville,42300,64700,18
Kentucky,associates,Northern Kentucky University,43800,64500,12
Kentucky,associates,Midway University,44800,64200,3
Kentucky,associates,Western Kentucky University,41000,61300,10
Kentucky,associates,University of Pikeville,42200,61300,11
Kentucky,associates,Gateway Community and Technical College,40300,59300,25
Kentucky,associates,Eastern Kentucky University,43100,59200,5
Kentucky,associates,Jefferson Community and Technical College,39900,58600,18
Kentucky,associates,Morehead State University,39900,56900,9
Kentucky,associates,Henderson Community College,37700,56800,9
Kentucky,associates,Bluegrass Community and Technical College,38000,56200,6
Kentucky,associates,Big Sandy Community and Technical College,37500,56100,8
Kentucky,associates,Southcentral Kentucky Community and Technical College,36900,55700,6
Kentucky,associates,Hopkinsville Community College,37100,55700,2
Kentucky,associates,Madisonville Community College,39800,55700,10
Kentucky,associates,Murray State University,35800,55500,9
Kentucky,associates,West Kentucky Community and Technical College,38000,55200,6
Kentucky,associates,Southeast Kentucky Community and Technical College,37400,54900,4
Kentucky,associates,Elizabethtown Community and Technical College,38100,54700,8
Kentucky,associates,Owensboro Community and Technical College,36500,54500,7
Kentucky,associates,Ashland Community and Technical College,36500,54400,3
Kentucky,associates,Somerset Community College,36300,53800,7
Kentucky,associates,Hazard Community and Technical College,35200,53400,6
Kentucky,associates,Maysville Community and Technical College,32600,49800,4
Louisiana,bachelors,Tulane University of Louisiana,56800,105300,22
Louisiana,bachelors,Louisiana State University and Agricultural & Mechanical College,54800,102900,24
Louisiana,bachelors,Louisiana Tech University,53100,100700,24
Louisiana,bachelors,Louisiana State University Health Sciences Center-New Orleans,52300,94200,2
Louisiana,bachelors,University of Louisiana at Monroe,48500,92500,7
Louisiana,bachelors,University of Louisiana at Lafayette,48200,92500,19
Louisiana,bachelors,University of New Orleans,49900,91600,23
Louisiana,bachelors,Franciscan Missionaries of Our Lady University,51200,90900,1
Louisiana,bachelors,Loyola University New Orleans,47900,88600,4
Louisiana,bachelors,Centenary College of Louisiana,47000,88400,26
Louisiana,bachelors,McNeese State University,50200,88200,13
Louisiana,bachelors,Xavier University of Louisiana,46700,88200,35
Louisiana,bachelors,University of Holy Cross,48400,86300,3
Louisiana,bachelors,Nicholls State University,44500,84300,5
Louisiana,bachelors,Southeastern Louisiana University,46700,83900,8
Louisiana,bachelors,Southern University and A & M College,48000,83100,17
Louisiana,bachelors,Louisiana College,44800,79800,4
Louisiana,bachelors,Louisiana State University-Shreveport,44500,79800,10
Louisiana,bachelors,Dillard University,44700,79800,20
Louisiana,bachelors,Northwestern State University of Louisiana,44300,79300,6
Louisiana,bachelors,Grambling State University,43100,73100,10
Louisiana,bachelors,Southern University at New Orleans,40100,71000,13
Louisiana,bachelors,New Orleans Baptist Theological Seminary,33900,61500,0
Louisiana,associates,Louisiana State University-Alexandria,50200,72500,5
Louisiana,associates,University of Louisiana at Monroe,45600,68700,7
Louisiana,associates,Franciscan Missionaries of Our Lady University,47000,68200,1
Louisiana,associates,Louisiana Tech University,47200,67900,24
Louisiana,associates,Northwestern State University of Louisiana,42900,65800,6
Louisiana,associates,Southeastern Louisiana University,42500,63700,8
Louisiana,associates,Nicholls State University,44200,63600,5
Louisiana,associates,SOWELA Technical Community College,42300,62800,5
Louisiana,associates,McNeese State University,42400,62200,13
Louisiana,associates,Tulane University of Louisiana,42000,61400,22
Louisiana,associates,South Central Louisiana Technical College,40900,59600,3
Louisiana,associates,Delgado Community College,40600,59400,4
Louisiana,associates,South Louisiana Community College,36700,59000,6
Louisiana,associates,Louisiana College,40700,58700,4
Louisiana,associates,Baton Rouge Community College,39900,56900,2
Louisiana,associates,Northwest Louisiana Technical College,36900,56300,1
Louisiana,associates,Louisiana State University-Eunice,38200,55700,3
Louisiana,associates,Remington College-Lafayette Campus,37100,55300,4
Louisiana,associates,Nunez Community College,35100,54300,0
Louisiana,associates,Bossier Parish Community College,37300,53700,9
Louisiana,associates,Louisiana Delta Community College,34500,51100,2
Maine,bachelors,Maine Maritime Academy,67000,121800,48
Maine,bachelors,Bowdoin College,61300,112000,37
Maine,bachelors,Bates College,59500,111900,23
Maine,bachelors,Colby College,59200,103300,25
Maine,bachelors,University of Maine,52000,95000,24
Maine,bachelors,University of New England,50100,91500,7
Maine,bachelors,Saint Joseph's College of Maine,46900,84300,2
Maine,bachelors,Thomas College,46100,81500,3
Maine,bachelors,University of Southern Maine,46900,81300,8
Maine,bachelors,Husson University,43300,77600,1
Maine,bachelors,University of Maine at Fort Kent,43500,76300,5
Maine,bachelors,University of Maine at Augusta,41600,73100,7
Maine,bachelors,University of Maine at Farmington,41100,71700,5
Maine,bachelors,University of Maine at Presque Isle,39000,70700,6
Maine,bachelors,Unity College,38200,69500,23
Maine,bachelors,University of Maine at Machias,37100,66200,13
Maine,bachelors,Maine College of Art,36300,64600,0
Maine,associates,Maine College of Health Professions,51800,72400,0
Maine,associates,Eastern Maine Community College,40200,61000,8
Maine,associates,Southern Maine Community College,41100,61000,9
Maine,associates,University of Maine at Augusta,40600,59300,7
Maine,associates,Northern Maine Community College,40500,58700,5
Maine,associates,Central Maine Community College,37500,57200,7
Maine,associates,Husson University,38000,56700,1
Maine,associates,Kennebec Valley Community College,40100,56200,1
Maine,associates,Thomas College,37200,53200,3
Maine,associates,University of Maine at Machias,35100,51100,13
Maryland,bachelors,United States Naval Academy,80100,152800,58
Maryland,bachelors,Capitol Technology University,67400,118400,88
Maryland,bachelors,Johns Hopkins University,67200,117100,31
Maryland,bachelors,University of Maryland-College Park,61300,113400,33
Maryland,bachelors,Loyola University Maryland,59900,111200,8
Maryland,bachelors,University of Maryland-Baltimore County,58100,103600,45
Maryland,bachelors,St. John's College,55900,101200,0
Maryland,bachelors,"University of Maryland, Baltimore",57300,99600,4
Maryland,bachelors,University of Maryland-University College,55300,99600,27
Maryland,bachelors,Washington Adventist University,55600,97600,9
Maryland,bachelors,St Mary's College of Maryland,53300,95400,27
Maryland,bachelors,McDaniel College,51100,94600,6
Maryland,bachelors,Mount St. Mary's University,50200,94100,11
Maryland,bachelors,Washington College,52800,93500,21
Maryland,bachelors,Stevenson University,50400,91600,15
Maryland,bachelors,Towson University,51200,91200,15
Maryland,bachelors,Goucher College,49400,90600,11
Maryland,bachelors,Bowie State University,50300,89900,11
Maryland,bachelors,Salisbury University,50400,89800,12
Maryland,bachelors,University of Baltimore,51000,89600,2
Maryland,bachelors,Frostburg State University,49600,87000,19
Maryland,bachelors,University of Maryland Eastern Shore,48300,86700,14
Maryland,bachelors,Notre Dame of Maryland University,48300,86400,3
Maryland,bachelors,Maryland Institute College of Art,49000,84500,0
Maryland,bachelors,Hood College,47900,82600,32
Maryland,bachelors,Morgan State University,50000,82200,19
Maryland,bachelors,Coppin State University,43500,76800,6
Maryland,associates,University of Maryland-University College,46600,71400,27
Maryland,associates,Howard Community College,45100,70200,6
Maryland,associates,College of Southern Maryland,44700,68400,11
Maryland,associates,Prince George's Community College,45300,68300,7
Maryland,associates,Community College of Baltimore County,44000,68200,5
Maryland,associates,Montgomery College,44800,67500,12
Maryland,associates,Anne Arundel Community College,44500,65800,15
Maryland,associates,Cecil College,43400,64500,2
Maryland,associates,Frederick Community College,45000,63900,4
Maryland,associates,Allegany College of Maryland,43500,62400,1
Maryland,associates,Harford Community College,42800,61600,8
Maryland,associates,Baltimore City Community College,43500,61600,3
Maryland,associates,Carroll Community College,40900,60000,5
Maryland,associates,Hagerstown Community College,41700,57900,9
Maryland,associates,Wor-Wic Community College,38300,57100,5
Maryland,associates,Chesapeake College,41300,55000,3
Massachusetts,bachelors,Massachusetts Institute of Technology,86300,155200,69
Massachusetts,bachelors,Harvard University,74800,146800,19
Massachusetts,bachelors,Worcester Polytechnic Institute,73600,135500,86
Massachusetts,bachelors,Babson College,72000,133800,0
Massachusetts,bachelors,Williams College,67500,127500,32
Massachusetts,bachelors,MCPHS University,65900,121800,2
Massachusetts,bachelors,Tufts University,65200,118100,25
Massachusetts,bachelors,Massachusetts Maritime Academy,67900,117500,47
Massachusetts,bachelors,Bentley University,66600,116600,7
Massachusetts,bachelors,Amherst College,63800,116500,32
Massachusetts,bachelors,Boston College,63600,115400,13
Massachusetts,bachelors,College of the Holy Cross,61800,114600,24
Massachusetts,bachelors,Boston University,61400,113600,25
Massachusetts,bachelors,Brandeis University,60600,113200,29
Massachusetts,bachelors,Wentworth Institute of Technology,62700,112700,39
Massachusetts,bachelors,Northeastern University,62500,109700,40
Massachusetts,bachelors,University of Massachusetts-Lowell,58800,109300,35
Massachusetts,bachelors,Wellesley College,58900,106200,34
Massachusetts,bachelors,Stonehill College,55900,103200,18
Massachusetts,bachelors,Western New England University,56400,103000,21
Massachusetts,bachelors,University of Massachusetts-Amherst,57400,103000,24
Massachusetts,bachelors,Merrimack College,56000,102500,13
Massachusetts,bachelors,Clark University,52600,101400,14
Massachusetts,bachelors,Smith College,52700,98200,26
Massachusetts,bachelors,Wheaton College (Massachusetts),52600,97500,28
Massachusetts,bachelors,Suffolk University,52700,96400,6
Massachusetts,bachelors,Assumption College,53100,95700,9
Massachusetts,bachelors,University of Massachusetts-Boston,53200,95400,13
Massachusetts,bachelors,University of Massachusetts-Dartmouth,53400,95200,22
Massachusetts,bachelors,Simmons College,53400,94300,3
Massachusetts,bachelors,Emerson College,50700,94300,0
Massachusetts,bachelors,National Graduate School of Quality Management,52800,93500,0
Massachusetts,bachelors,Nichols College,51900,93200,1
Massachusetts,bachelors,Boston Architectural College,48800,92600,0
Massachusetts,bachelors,Hampshire College,48500,92300,16
Massachusetts,bachelors,Mount Holyoke College,51800,92100,28
Massachusetts,bachelors,Gordon College,50000,91300,17
Massachusetts,bachelors,Emmanuel College,50100,90700,19
Massachusetts,bachelors,Framingham State University,49700,90500,8
Massachusetts,bachelors,Regis College,51400,89400,2
Massachusetts,bachelors,Massachusetts College of Art and Design,50400,89400,0
Massachusetts,bachelors,Fitchburg State University,47700,88600,14
Massachusetts,bachelors,Eastern Nazarene College,48300,88500,9
Massachusetts,bachelors,American International College,51400,87900,1
Massachusetts,bachelors,Pine Manor College,49100,87400,19
Massachusetts,bachelors,Curry College,48600,87300,3
Massachusetts,bachelors,Worcester State University,49300,86600,12
Massachusetts,bachelors,Salem State University,47200,86300,9
Massachusetts,bachelors,Bridgewater State University,48100,85800,8
Massachusetts,bachelors,The New England Conservatory of Music,46600,85400,0
Massachusetts,bachelors,Lesley University,44300,85400,2
Massachusetts,bachelors,Endicott College,49900,84400,3
Massachusetts,bachelors,Berklee College of Music,48400,84200,0
Massachusetts,bachelors,Lasell College,45200,82900,0
Massachusetts,bachelors,College of Our Lady of the Elms,47900,82800,7
Massachusetts,bachelors,Westfield State University,47300,82400,7
Massachusetts,bachelors,Dean College,44700,82100,1
Massachusetts,bachelors,Anna Maria College,45000,82000,0
Massachusetts,bachelors,Becker College,46300,81900,3
Massachusetts,bachelors,Newbury College,44900,80100,6
Massachusetts,bachelors,Fisher College,43800,78200,2
Massachusetts,bachelors,Massachusetts College of Liberal Arts,44100,77400,11
Massachusetts,bachelors,Mount Ida College,42900,74600,1
Massachusetts,bachelors,Cambridge College,41000,74000,0
Massachusetts,bachelors,Springfield College,42800,72800,4
Massachusetts,bachelors,Bay Path University,42900,72700,4
Massachusetts,bachelors,Wheelock College,37300,66600,3
Massachusetts,bachelors,Northpoint Bible College,33600,61700,0
Massachusetts,associates,Laboure College,63500,85400,0
Massachusetts,associates,Lawrence Memorial Hospital School of Nursing,57300,80900,0
Massachusetts,associates,Regis College,53900,75800,2
Massachusetts,associates,University of Massachusetts-Lowell,52700,73800,35
Massachusetts,associates,Benjamin Franklin Institute of Technology,47300,73200,0
Massachusetts,associates,Middlesex Community College (Massachusetts),47300,70600,4
Massachusetts,associates,Bentley University,47000,69500,7
Massachusetts,associates,Massachusetts Bay Community College,47200,67900,6
Massachusetts,associates,Bunker Hill Community College,46400,67600,16
Massachusetts,associates,Quincy College,47300,67500,4
Massachusetts,associates,Dean College,44600,67300,1
Massachusetts,associates,Springfield Technical Community College,47400,66200,9
Massachusetts,associates,Massasoit Community College,44900,65500,7
Massachusetts,associates,North Shore Community College,44800,65200,5
Massachusetts,associates,Cape Cod Community College,44000,65000,3
Massachusetts,associates,Suffolk University,44400,64900,6
Massachusetts,associates,Northern Essex Community College,43300,64800,12
Massachusetts,associates,University of Massachusetts-Amherst,45600,64600,24
Massachusetts,associates,Newbury College,44900,63100,6
Massachusetts,associates,Becker College,43100,63100,3
Massachusetts,associates,Eastern Nazarene College,42200,62900,9
Massachusetts,associates,Quinsigamond Community College,43200,62900,10
Massachusetts,associates,Mount Ida College,43100,61600,1
Massachusetts,associates,Mount Wachusett Community College,43300,61500,11
Massachusetts,associates,Bristol Community College,41300,61200,5
Massachusetts,associates,Greenfield Community College,42700,60300,6
Massachusetts,associates,Roxbury Community College,42700,60100,13
Massachusetts,associates,Endicott College,41300,59600,3
Massachusetts,associates,Bay Path University,42900,59300,4
Massachusetts,associates,Fisher College,41300,58900,2
Massachusetts,associates,Holyoke Community College,38700,58100,10
Massachusetts,associates,Berkshire Community College,42200,56600,7
Michigan,bachelors,Kettering University,69900,125000,74
Michigan,bachelors,Michigan Technological University,65000,116300,81
Michigan,bachelors,University of Michigan-Ann Arbor,63500,112200,38
Michigan,bachelors,Lawrence Technological University,57900,108400,60
Michigan,bachelors,Michigan State University,55300,100800,20
Michigan,bachelors,University of Michigan-Dearborn,55700,99500,37
Michigan,bachelors,Albion College,52100,99300,23
Michigan,bachelors,Kalamazoo College,51600,94500,31
Michigan,bachelors,Oakland University,51300,93300,19
Michigan,bachelors,University of Detroit Mercy,51800,92800,13
Michigan,bachelors,Western Michigan University,50900,92200,16
Michigan,bachelors,Wayne State University,50800,91700,21
Michigan,bachelors,Calvin College,50200,91100,23
Michigan,bachelors,Hope College,49200,90900,18
Michigan,bachelors,Alma College,48400,89900,15
Michigan,bachelors,College for Creative Studies,51200,89800,0
Michigan,bachelors,Ferris State University,50000,89300,8
Michigan,bachelors,Eastern Michigan University,47300,86700,6
Michigan,bachelors,Northwood University,47800,86300,1
Michigan,bachelors,Walsh College of Accountancy and Business Administration,49400,85200,5
Michigan,bachelors,Andrews University,47600,85000,7
Michigan,bachelors,Cleary University,47400,84700,0
Michigan,bachelors,Central Michigan University,47700,83600,13
Michigan,bachelors,Lake Superior State University,45900,83500,14
Michigan,bachelors,Saginaw Valley State University,46400,82200,12
Michigan,bachelors,Grand Valley State University,47400,82100,11
Michigan,bachelors,Siena Heights University,43400,79900,4
Michigan,bachelors,Northern Michigan University,45200,79900,11
Michigan,bachelors,Olivet College,44600,79800,9
Michigan,bachelors,University of Michigan-Flint,45700,79400,16
Michigan,bachelors,Baker College,46300,79300,8
Michigan,bachelors,Adrian College,42400,78000,12
Michigan,bachelors,Madonna University,44300,77700,4
Michigan,bachelors,Aquinas College,41300,76100,14
Michigan,bachelors,Davenport University,44700,74700,7
Michigan,bachelors,Marygrove College,40700,73500,3
Michigan,bachelors,Spring Arbor University,40200,73400,1
Michigan,bachelors,Cornerstone University,41800,72000,1
Michigan,bachelors,Rochester College,38700,69300,1
Michigan,bachelors,Concordia University-Ann Arbor,37000,67600,14
Michigan,bachelors,Grace Bible College,36100,64100,0
Michigan,bachelors,Great Lakes Christian College,31900,57900,0
Michigan,associates,Lawrence Technological University,47800,70400,60
Michigan,associates,Finlandia University,45700,63500,2
Michigan,associates,Henry Ford College,41700,63400,9
Michigan,associates,Ferris State University,43600,62400,8
Michigan,associates,Jackson College,40700,61800,11
Michigan,associates,Schoolcraft College,41600,61300,8
Michigan,associates,Northwood University,42100,61100,1
