major,college_name,college_type,financial_aid,roi,total_cost
social work & criminal justice,California State University-East Bay(In-State),instate,1.0,436000,93500
social work & criminal justice,University of Maryland-College Park(In-State),instate,1.0,436000,99300
social work & criminal justice,University of Southern California(Private),private,1.0,428000,264000
social work & criminal justice,University of California-Berkeley(In-State),instate,1.0,414000,139000
social work & criminal justice,Rutgers University-New Brunswick(In-State),instate,1.0,410000,121000
social work & criminal justice,California State University-East Bay(Out-of-State),outofstate,1.0,392000,138000
social work & criminal justice,George Mason University(In-State),instate,1.0,370000,106000
social work & criminal justice,University of North Carolina at Chapel Hill(In-State),instate,1.0,367000,98900
social work & criminal justice,University of Maryland-College Park(Out-of-State),outofstate,1.0,353000,182000
social work & criminal justice,Rutgers University-New Brunswick(Out-of-State),outofstate,1.0,350000,181000
social work & criminal justice,California State University-Sacramento(In-State),instate,1.0,340000,95700
social work & criminal justice,Washington State University(In-State),instate,1.0,332000,111000
social work & criminal justice,University of New Haven(Private),private,1.0,325000,210000
social work & criminal justice,University of Massachusetts-Lowell(In-State),instate,1.0,324000,108000
social work & criminal justice,American University(Private),private,1.0,320000,239000
social work & criminal justice,University of California-Berkeley(Out-of-State),outofstate,1.0,317000,236000
social work & criminal justice,University of Washington-Seattle Campus(In-State),instate,1.0,314000,107000
social work & criminal justice,James Madison University(In-State),instate,1.0,310000,96200
social work & criminal justice,Central Washington University(In-State),instate,1.0,308000,90500
social work & criminal justice,University of Arizona(In-State),instate,1.0,307000,103000
social work & criminal justice,University of Maryland-Baltimore County(In-State),instate,1.0,303000,103000
social work & criminal justice,Rutgers University-Newark(In-State),instate,1.0,302000,122000
social work & criminal justice,California State University-Sacramento(Out-of-State),outofstate,1.0,295000,140000
social work & criminal justice,San Diego State University(In-State),instate,1.0,291000,105000
social work & criminal justice,George Mason University(Out-of-State),outofstate,1.0,290000,187000
social work & criminal justice,Seattle University(Private),private,1.0,286000,222000
social work & criminal justice,Kean University(In-State),instate,1.0,284000,112000
social work & criminal justice,University of Delaware(In-State),instate,1.0,278000,106000
social work & criminal justice,Washington State University(Out-of-State),outofstate,1.0,278000,165000
social work & criminal justice,California State University-Fullerton(In-State),instate,1.0,276000,100000
social work & criminal justice,San Jose State University(In-State),instate,1.0,274000,102000
social work & criminal justice,California State University-Chico(In-State),instate,1.0,271000,92100
social work & criminal justice,University of North Carolina at Chapel Hill(Out-of-State),outofstate,1.0,270000,196000
social work & criminal justice,Norwich University(Private),private,1.0,268000,208000
social work & criminal justice,University of Massachusetts-Lowell(Out-of-State),outofstate,1.0,263000,169000
social work & criminal justice,University of Connecticut(In-State),instate,1.0,260000,115000
social work & criminal justice,Kean University(Out-of-State),outofstate,1.0,258000,138000
social work & criminal justice,St John's University-New York(Private),private,1.0,258000,230000
social work & criminal justice,Central Washington University(Out-of-State),outofstate,1.0,257000,141000
social work & criminal justice,California State University-Long Beach(In-State),instate,1.0,253000,91400
social work & criminal justice,Michigan State University(In-State),instate,1.0,253000,103000
social work & criminal justice,University of Maryland-Baltimore County(Out-of-State),outofstate,1.0,253000,153000
social work & criminal justice,James Madison University(Out-of-State),outofstate,1.0,250000,156000
social work & criminal justice,Northeastern University(Private),private,1.0,249000,247000
social work & criminal justice,Saint Leo University(Private),private,1.0,248000,143000
social work & criminal justice,San Diego State University(Out-of-State),outofstate,1.0,247000,150000
social work & criminal justice,University of Oklahoma-Norman Campus(In-State),instate,1.0,247000,99900
social work & criminal justice,University of North Texas(In-State),instate,1.0,246000,86400
social work & criminal justice,Westfield State University(In-State),instate,1.0,243000,88500
social work & criminal justice,Rutgers University-Newark(Out-of-State),outofstate,1.0,242000,182000
social work & criminal justice,Pace University-New York(Private),private,1.0,241000,242000
social work & criminal justice,Bloomsburg University of Pennsylvania(In-State),instate,1.0,239000,90800
social work & criminal justice,Central Michigan University(In-State),instate,1.0,236000,90900
social work & criminal justice,Portland State University(In-State),instate,1.0,236000,94700
social work & criminal justice,Rowan University(In-State),instate,1.0,235000,113000
social work & criminal justice,California State University-Fullerton(Out-of-State),outofstate,1.0,232000,145000
social work & criminal justice,San Jose State University(Out-of-State),outofstate,1.0,229000,147000
social work & criminal justice,Indiana University-Bloomington(In-State),instate,1.0,228000,97600
social work & criminal justice,University of Arizona(Out-of-State),outofstate,1.0,227000,183000
social work & criminal justice,University of Washington-Seattle Campus(Out-of-State),outofstate,1.0,227000,194000
social work & criminal justice,California State University-Chico(Out-of-State),outofstate,1.0,226000,137000
social work & criminal justice,The University of Texas at Arlington(In-State),instate,1.0,225000,91900
social work & criminal justice,CUNY John Jay College of Criminal Justice(In-State),instate,1.0,222000,129000
social work & criminal justice,Arizona State University-Tempe(In-State),instate,1.0,220000,100000
social work & criminal justice,Westfield State University(Out-of-State),outofstate,1.0,219000,113000
social work & criminal justice,Saint Cloud State University(In-State),instate,1.0,215000,77700
social work & criminal justice,SUNY at Albany(In-State),instate,1.0,210000,94700
social work & criminal justice,University of North Texas(Out-of-State),outofstate,1.0,210000,123000
social work & criminal justice,San Francisco State University(In-State),instate,1.0,209000,97900
social work & criminal justice,California State University-Long Beach(Out-of-State),outofstate,1.0,208000,136000
social work & criminal justice,The University of Texas at San Antonio(In-State),instate,1.0,207000,85500
social work & criminal justice,Rowan University(Out-of-State),outofstate,1.0,203000,145000
social work & criminal justice,University of Delaware(Out-of-State),outofstate,1.0,203000,180000
social work & criminal justice,Wayne State University(In-State),instate,1.0,203000,97900
social work & criminal justice,California State University-Dominguez Hills(In-State),instate,1.0,202000,90000
social work & criminal justice,Troy University(In-State),instate,1.0,200000,75000
social work & criminal justice,Bloomsburg University of Pennsylvania(Out-of-State),outofstate,1.0,196000,133000
social work & criminal justice,Auburn University(In-State),instate,1.0,195000,115000
social work & criminal justice,University of New Hampshire-Main Campus(In-State),instate,1.0,195000,125000
social work & criminal justice,University of Oklahoma-Norman Campus(Out-of-State),outofstate,1.0,195000,153000
social work & criminal justice,CUNY John Jay College of Criminal Justice(Out-of-State),outofstate,1.0,194000,156000
social work & criminal justice,Western Illinois University(In-State),instate,1.0,194000,101000
social work & criminal justice,University of Houston(In-State),instate,1.0,189000,94000
social work & criminal justice,University of North Carolina at Charlotte(In-State),instate,1.0,189000,82300
social work & criminal justice,Central Michigan University(Out-of-State),outofstate,1.0,188000,139000
social work & criminal justice,SUNY College at Oswego(In-State),instate,1.0,188000,91100
social work & criminal justice,Pennsylvania State University-Main Campus(In-State),instate,1.0,185000,139000
social work & criminal justice,The University of Texas at Arlington(Out-of-State),outofstate,1.0,185000,133000
social work & criminal justice,Saint Cloud State University(Out-of-State),outofstate,1.0,184000,109000
social work & criminal justice,Wayland Baptist University(Private),private,1.0,182000,102000
social work & criminal justice,Roger Williams University(Private),private,1.0,181000,201000
social work & criminal justice,Minnesota State University-Mankato(In-State),instate,1.0,178000,74900
social work & criminal justice,University of Connecticut(Out-of-State),outofstate,1.0,178000,197000
social work & criminal justice,Western Illinois University(Out-of-State),outofstate,1.0,177000,118000
social work & criminal justice,Park University(Private),private,1.0,175000,97800
social work & criminal justice,Iowa State University(In-State),instate,1.0,173000,77200
social work & criminal justice,Portland State University(Out-of-State),outofstate,1.0,173000,158000
social work & criminal justice,Troy University(Out-of-State),outofstate,1.0,173000,102000
social work & criminal justice,Radford University(In-State),instate,1.0,172000,86600
social work & criminal justice,University of California-Santa Cruz(In-State),instate,1.0,172000,138000
social work & criminal justice,The University of Texas at San Antonio(Out-of-State),outofstate,1.0,169000,123000
social work & criminal justice,Washburn University(In-State),instate,1.0,167000,73500
social work & criminal justice,Texas State University(In-State),instate,1.0,166000,83300
social work & criminal justice,Michigan State University(Out-of-State),outofstate,1.0,164000,193000
social work & criminal justice,San Francisco State University(Out-of-State),outofstate,1.0,164000,143000
social work & criminal justice,Shippensburg University of Pennsylvania(In-State),instate,1.0,164000,102000
social work & criminal justice,Bowling Green State University-Main Campus(In-State),instate,1.0,163000,96200
social work & criminal justice,Syracuse University(Private),private,1.0,161000,241000
social work & criminal justice,Arizona State University-Tempe(Out-of-State),outofstate,1.0,160000,160000
social work & criminal justice,Midwestern State University(In-State),instate,1.0,160000,75000
social work & criminal justice,SUNY at Albany(Out-of-State),outofstate,1.0,160000,145000
social work & criminal justice,Columbia College (Missouri)(Private),private,1.0,158000,96300
social work & criminal justice,Virginia Commonwealth University(In-State),instate,1.0,158000,118000
