major,college_name,college_type,financial_aid,roi,total_cost
engineering,Auburn University(In-State),instate,1.0,786000,115000
engineering,University of Wyoming(Out-of-State),outofstate,1.0,786000,117000
engineering,New Jersey Institute of Technology(Out-of-State),outofstate,1.0,785000,190000
engineering,Rochester Institute of Technology(Private),private,1.0,785000,201000
engineering,Arkansas State University-Main Campus(Out-of-State),outofstate,1.0,784000,109000
engineering,Baylor University(Private),private,1.0,784000,224000
engineering,California State University-Los Angeles(In-State),instate,1.0,784000,93100
engineering,University of Denver(Private),private,1.0,784000,236000
engineering,University of Illinois at Chicago(Out-of-State),outofstate,1.0,784000,169000
engineering,Florida Agricultural and Mechanical University(In-State),instate,1.0,783000,81900
engineering,Mississippi State University(In-State),instate,1.0,782000,90800
engineering,San Francisco State University(In-State),instate,1.0,782000,97900
engineering,George Washington University(Private),private,1.0,781000,257000
engineering,Portland State University(In-State),instate,1.0,781000,94700
engineering,Southern University and A & M College(In-State),instate,1.0,781000,80700
engineering,The University of Texas Rio Grande Valley(In-State),instate,1.0,781000,72200
engineering,Northern Illinois University(Out-of-State),outofstate,1.0,780000,152000
engineering,Ohio State University-Main Campus(Out-of-State),outofstate,1.0,780000,170000
engineering,Pittsburg State University(In-State),instate,1.0,780000,72900
engineering,Florida State University(In-State),instate,1.0,777000,87800
engineering,University of Central Florida(In-State),instate,1.0,777000,86200
engineering,University of Wisconsin-Madison(Out-of-State),outofstate,1.0,777000,172000
engineering,Messiah College(Private),private,1.0,776000,179000
engineering,Utah State University(In-State),instate,1.0,775000,74000
engineering,California State University-Fresno(In-State),instate,1.0,774000,80800
engineering,West Virginia University(Out-of-State),outofstate,1.0,774000,135000
engineering,California State University-Long Beach(Out-of-State),outofstate,1.0,773000,136000
engineering,Washington State University(Out-of-State),outofstate,1.0,773000,165000
engineering,Saint Cloud State University(Out-of-State),outofstate,1.0,772000,109000
engineering,University of Florida(Out-of-State),outofstate,1.0,772000,171000
engineering,West Virginia University Institute of Technology(In-State),instate,1.0,772000,74700
engineering,University of Missouri-Kansas City(Out-of-State),outofstate,1.0,771000,143000
engineering,North Dakota State University-Main Campus(In-State),instate,1.0,769000,80400
engineering,Tuskegee University(Private),private,1.0,769000,140000
engineering,The University of Alabama(Out-of-State),outofstate,1.0,768000,173000
engineering,Winona State University(In-State),instate,1.0,768000,84900
engineering,Missouri University of Science and Technology(Out-of-State),outofstate,1.0,767000,149000
engineering,University of Arkansas(In-State),instate,1.0,767000,93100
engineering,University of Missouri-Columbia(Out-of-State),outofstate,1.0,767000,158000
engineering,Western Washington University(Out-of-State),outofstate,1.0,767000,140000
engineering,CUNY City College(In-State),instate,1.0,766000,111000
engineering,California State University-Fullerton(In-State),instate,1.0,766000,100000
engineering,Kansas State University(Out-of-State),outofstate,1.0,765000,145000
engineering,Saginaw Valley State University(Out-of-State),outofstate,1.0,765000,128000
engineering,Central Connecticut State University(In-State),instate,1.0,764000,97300
engineering,University of Iowa(Out-of-State),outofstate,1.0,764000,163000
engineering,University of Nevada-Las Vegas(In-State),instate,1.0,764000,89700
engineering,Florida Institute of Technology(Private),private,1.0,763000,223000
engineering,The College of New Jersey(Out-of-State),outofstate,1.0,763000,170000
engineering,The University of West Florida(Out-of-State),outofstate,1.0,761000,130000
engineering,Citadel Military College of South Carolina(In-State),instate,1.0,759000,107000
engineering,Indiana University-Purdue University-Indianapolis(Out-of-State),outofstate,1.0,759000,172000
engineering,Michigan Technological University(In-State),instate,1.0,759000,109000
engineering,Temple University(Out-of-State),outofstate,1.0,758000,166000
engineering,Indiana University-Purdue University-Fort Wayne(In-State),instate,1.0,757000,88500
engineering,Southern University and A & M College(Out-of-State),outofstate,1.0,757000,104000
engineering,University of Kansas(Out-of-State),outofstate,1.0,757000,158000
engineering,University of Nebraska-Lincoln(Out-of-State),outofstate,1.0,757000,149000
engineering,Wayne State University(Out-of-State),outofstate,1.0,757000,151000
engineering,Weber State University(Out-of-State),outofstate,1.0,757000,110000
engineering,Purdue University-Calumet Campus(Out-of-State),outofstate,1.0,755000,121000
engineering,SUNY at Binghamton(Out-of-State),outofstate,1.0,754000,146000
engineering,Western New England University(Private),private,1.0,754000,200000
engineering,Central Michigan University(Out-of-State),outofstate,1.0,753000,139000
engineering,Syracuse University(Private),private,1.0,753000,241000
engineering,University of Massachusetts-Dartmouth(In-State),instate,1.0,753000,107000
engineering,Michigan State University(Out-of-State),outofstate,1.0,752000,193000
engineering,University of North Texas(In-State),instate,1.0,752000,86400
engineering,University of New Mexico-Main Campus(Out-of-State),outofstate,1.0,751000,139000
engineering,University of Vermont(In-State),instate,1.0,751000,122000
engineering,Lake Superior State University(In-State),instate,1.0,749000,89900
engineering,University of Cincinnati-Main Campus(Out-of-State),outofstate,1.0,749000,172000
engineering,University of North Dakota(Out-of-State),outofstate,1.0,748000,126000
engineering,The University of Texas at El Paso(In-State),instate,1.0,747000,86000
engineering,The University of Texas at San Antonio(In-State),instate,1.0,747000,85500
engineering,University of Colorado Colorado Springs(In-State),instate,1.0,747000,91000
engineering,Howard University(Private),private,1.0,746000,169000
engineering,Old Dominion University(In-State),instate,1.0,746000,94000
engineering,Oregon State University(Out-of-State),outofstate,1.0,746000,170000
engineering,Virginia Commonwealth University(Out-of-State),outofstate,1.0,745000,191000
engineering,Winona State University(Out-of-State),outofstate,1.0,745000,107000
engineering,Milwaukee School of Engineering(Private),private,1.0,744000,193000
engineering,The University of Texas Rio Grande Valley(Out-of-State),outofstate,1.0,744000,109000
engineering,Florida Atlantic University(In-State),instate,1.0,743000,88400
engineering,Miami University-Oxford(In-State),instate,1.0,743000,119000
engineering,Gonzaga University(Private),private,1.0,741000,208000
engineering,Tennessee State University(Out-of-State),outofstate,1.0,741000,127000
engineering,California State University-Los Angeles(Out-of-State),outofstate,1.0,740000,138000
engineering,Western Michigan University(In-State),instate,1.0,740000,93000
engineering,CUNY City College(Out-of-State),outofstate,1.0,739000,138000
engineering,Pennsylvania State University-Main Campus(Out-of-State),outofstate,1.0,739000,193000
engineering,Pittsburg State University(Out-of-State),outofstate,1.0,739000,114000
engineering,University of Mississippi(In-State),instate,1.0,739000,92100
engineering,Humboldt State University(In-State),instate,1.0,738000,92700
engineering,Northern Arizona University(Out-of-State),outofstate,1.0,738000,151000
engineering,Oregon Institute of Technology(In-State),instate,1.0,738000,90000
engineering,University of Rhode Island(Out-of-State),outofstate,1.0,738000,174000
engineering,Virginia Military Institute(Out-of-State),outofstate,1.0,738000,201000
engineering,San Francisco State University(Out-of-State),outofstate,1.0,737000,143000
engineering,Florida Agricultural and Mechanical University(Out-of-State),outofstate,1.0,735000,130000
engineering,Mississippi State University(Out-of-State),outofstate,1.0,735000,138000
engineering,Trine University(Private),private,1.0,735000,187000
engineering,West Virginia University Institute of Technology(Out-of-State),outofstate,1.0,735000,112000
engineering,Lake Superior State University(Out-of-State),outofstate,1.0,734000,105000
engineering,Eastern Michigan University(Out-of-State),outofstate,1.0,733000,154000
engineering,Southern Methodist University(Private),private,1.0,733000,262000
engineering,University of Idaho(Out-of-State),outofstate,1.0,733000,136000
engineering,Colorado State University-Fort Collins(Out-of-State),outofstate,1.0,732000,162000
engineering,North Carolina State University at Raleigh(Out-of-State),outofstate,1.0,732000,153000
engineering,University of Louisville(Out-of-State),outofstate,1.0,732000,156000
engineering,University of Memphis(In-State),instate,1.0,732000,95800
engineering,University of New Hampshire-Main Campus(In-State),instate,1.0,732000,125000
engineering,Trinity University(Private),private,1.0,731000,207000
engineering,University of South Florida-Main Campus(In-State),instate,1.0,731000,84200
engineering,California State University-Fresno(Out-of-State),outofstate,1.0,730000,125000
engineering,Geneva College(Private),private,1.0,730000,148000
engineering,Montana State University(Out-of-State),outofstate,1.0,730000,140000
engineering,University of Nevada-Reno(In-State),instate,1.0,730000,91500
engineering,Embry-Riddle Aeronautical University-Daytona Beach(Private),private,1.0,728000,194000
engineering,University at Buffalo(In-State),instate,1.0,728000,99400
engineering,Clemson University(Out-of-State),outofstate,1.0,727000,188000
engineering,Minnesota State University-Mankato(In-State),instate,1.0,727000,74900
engineering,Valparaiso University(Private),private,1.0,727000,194000
engineering,Loyola Marymount University(Private),private,1.0,726000,239000
engineering,University of Portland(Private),private,1.0,726000,226000
engineering,University of Wisconsin-Milwaukee(In-State),instate,1.0,726000,91600
engineering,Utah State University(Out-of-State),outofstate,1.0,726000,123000
engineering,North Dakota State University-Main Campus(Out-of-State),outofstate,1.0,725000,125000
engineering,South Dakota School of Mines and Technology(In-State),instate,1.0,724000,93500
engineering,University of Colorado Boulder(Out-of-State),outofstate,1.0,724000,210000
engineering,University of Kentucky(In-State),instate,1.0,724000,104000
engineering,Florida International University(In-State),instate,1.0,722000,92800
engineering,University of Alabama at Birmingham(In-State),instate,1.0,722000,97400
engineering,University of New Haven(Private),private,1.0,722000,210000
engineering,California State University-Fullerton(Out-of-State),outofstate,1.0,721000,145000
engineering,The University of Tennessee-Chattanooga(In-State),instate,1.0,721000,87400
engineering,Farmingdale State College(In-State),instate,1.0,720000,92400
engineering,Ohio University-Main Campus(In-State),instate,1.0,720000,102000
engineering,The University of Tennessee-Knoxville(Out-of-State),outofstate,1.0,719000,191000
engineering,Wright State University-Main Campus(In-State),instate,1.0,719000,92000
engineering,Florida State University(Out-of-State),outofstate,1.0,717000,148000
engineering,Portland State University(Out-of-State),outofstate,1.0,717000,158000
engineering,Auburn University(Out-of-State),outofstate,1.0,716000,184000
engineering,Central Connecticut State University(Out-of-State),outofstate,1.0,716000,146000
engineering,University of Arkansas(Out-of-State),outofstate,1.0,716000,144000
engineering,University of South Carolina-Columbia(In-State),instate,1.0,716000,103000
engineering,University of North Texas(Out-of-State),outofstate,1.0,715000,123000
engineering,Alfred University(Private),private,1.0,714000,165000
engineering,Grand Valley State University(In-State),instate,1.0,714000,89300
engineering,Indiana University-Purdue University-Fort Wayne(Out-of-State),outofstate,1.0,714000,132000
engineering,University of Dayton(Private),private,1.0,714000,211000
engineering,University of Central Florida(Out-of-State),outofstate,1.0,713000,151000
engineering,Widener University-Main Campus(Private),private,1.0,713000,228000
engineering,Boise State University(In-State),instate,1.0,711000,80500
engineering,South Dakota School of Mines and Technology(Out-of-State),outofstate,1.0,709000,108000
engineering,The University of Texas at San Antonio(Out-of-State),outofstate,1.0,709000,123000
engineering,Union College (New York)(Private),private,1.0,708000,253000
engineering,University of Nevada-Las Vegas(Out-of-State),outofstate,1.0,708000,145000
engineering,Saint Louis University(Private),private,1.0,705000,220000
engineering,University of Colorado Colorado Springs(Out-of-State),outofstate,1.0,705000,133000
engineering,University of Hawaii at Manoa(In-State),instate,1.0,705000,107000
engineering,University of Wisconsin-Platteville(In-State),instate,1.0,704000,73300
engineering,University of Maine(In-State),instate,1.0,702000,94200
engineering,University of Arkansas at Little Rock(In-State),instate,1.0,700000,90800
engineering,University of Massachusetts-Dartmouth(Out-of-State),outofstate,1.0,700000,160000
engineering,The University of Texas at El Paso(Out-of-State),outofstate,1.0,699000,134000
engineering,University of North Florida(In-State),instate,1.0,698000,84000
engineering,Michigan Technological University(Out-of-State),outofstate,1.0,697000,172000
engineering,Tennessee Technological University(In-State),instate,1.0,697000,96900
engineering,Minnesota State University-Mankato(Out-of-State),outofstate,1.0,696000,105000
engineering,Grand Valley State University(Out-of-State),outofstate,1.0,695000,108000
engineering,Florida Atlantic University(Out-of-State),outofstate,1.0,693000,138000
engineering,Humboldt State University(Out-of-State),outofstate,1.0,693000,137000
engineering,LeTourneau University(Private),private,1.0,693000,163000
engineering,Idaho State University(In-State),instate,1.0,692000,83500
engineering,Pennsylvania State University-Penn State Harrisburg(In-State),instate,1.0,690000,127000
engineering,Cleveland State University(In-State),instate,1.0,689000,103000
engineering,University of Mississippi(Out-of-State),outofstate,1.0,689000,143000
engineering,University of Southern Mississippi(In-State),instate,1.0,689000,82900
engineering,Pennsylvania State University-Penn State Erie-Behrend College(In-State),instate,1.0,688000,127000
engineering,University of South Florida-Main Campus(Out-of-State),outofstate,1.0,688000,128000
engineering,University of Wisconsin-Milwaukee(Out-of-State),outofstate,1.0,687000,132000
engineering,Wright State University-Main Campus(Out-of-State),outofstate,1.0,686000,125000
engineering,Ohio University-Main Campus(Out-of-State),outofstate,1.0,684000,139000
engineering,Ohio Northern University(Private),private,1.0,683000,182000
engineering,University of Alabama at Birmingham(Out-of-State),outofstate,1.0,683000,136000
engineering,University of Detroit Mercy(Private),private,1.0,683000,210000
engineering,Southern Illinois University-Carbondale(In-State),instate,1.0,682000,106000
engineering,University of Memphis(Out-of-State),outofstate,1.0,682000,146000
engineering,Western Michigan University(Out-of-State),outofstate,1.0,682000,151000
engineering,Farmingdale State College(Out-of-State),outofstate,1.0,681000,131000
engineering,Old Dominion University(Out-of-State),outofstate,1.0,681000,160000
engineering,Citadel Military College of South Carolina(Out-of-State),outofstate,1.0,679000,187000
engineering,University of Georgia(In-State),instate,1.0,679000,96100
engineering,University of New Hampshire-Main Campus(Out-of-State),outofstate,1.0,679000,178000
engineering,University of Toledo(In-State),instate,1.0,679000,98100
engineering,Norwich University(Private),private,1.0,678000,208000
engineering,Miami University-Oxford(Out-of-State),outofstate,1.0,676000,185000
engineering,Cleveland State University(Out-of-State),outofstate,1.0,675000,117000
engineering,Oregon Institute of Technology(Out-of-State),outofstate,1.0,675000,153000
engineering,University of Nevada-Reno(Out-of-State),outofstate,1.0,674000,147000
engineering,University of Wisconsin-Platteville(Out-of-State),outofstate,1.0,673000,104000
engineering,Florida International University(Out-of-State),outofstate,1.0,672000,142000
engineering,University of Akron Main Campus(In-State),instate,1.0,672000,99000
engineering,University of Kentucky(Out-of-State),outofstate,1.0,672000,155000
engineering,Walla Walla University(Private),private,1.0,672000,148000
engineering,Youngstown State University(In-State),instate,1.0,672000,86300
engineering,Fairfield University(Private),private,1.0,671000,243000
engineering,University at Buffalo(Out-of-State),outofstate,1.0,671000,157000
engineering,Youngstown State University(Out-of-State),outofstate,1.0,671000,87300
engineering,Merrimack College(Private),private,1.0,667000,210000
engineering,University of North Carolina at Charlotte(In-State),instate,1.0,667000,82300
engineering,Wentworth Institute of Technology(Private),private,1.0,667000,200000
engineering,Wilkes University(Private),private,1.0,666000,197000
engineering,Southern Illinois University-Edwardsville(In-State),instate,1.0,665000,93500
engineering,University of Vermont(Out-of-State),outofstate,1.0,663000,210000
engineering,Pennsylvania State University-Penn State Harrisburg(Out-of-State),outofstate,1.0,660000,157000
engineering,Pennsylvania State University-Penn State Erie-Behrend College(Out-of-State),outofstate,1.0,658000,157000
engineering,University of Arkansas at Little Rock(Out-of-State),outofstate,1.0,658000,133000
engineering,Boise State University(Out-of-State),outofstate,1.0,657000,134000
engineering,The University of Tennessee-Chattanooga(Out-of-State),outofstate,1.0,657000,151000
engineering,Mercer University(Private),private,1.0,655000,197000
engineering,University of Southern Mississippi(Out-of-State),outofstate,1.0,654000,117000
engineering,Catholic University of America(Private),private,1.0,652000,233000
engineering,Ferris State University(In-State),instate,1.0,652000,89600
engineering,North Carolina A & T State University(In-State),instate,1.0,647000,70000
engineering,Embry-Riddle Aeronautical University-Prescott(Private),private,1.0,645000,192000
engineering,University of Evansville(Private),private,1.0,645000,187000
engineering,University of South Carolina-Columbia(Out-of-State),outofstate,1.0,642000,177000
engineering,University of Toledo(Out-of-State),outofstate,1.0,642000,135000
engineering,University of North Florida(Out-of-State),outofstate,1.0,641000,142000
engineering,Idaho State University(Out-of-State),outofstate,1.0,639000,136000
engineering,University of Akron Main Campus(Out-of-State),outofstate,1.0,638000,133000
engineering,Tennessee Technological University(Out-of-State),outofstate,1.0,636000,158000
engineering,Southern Illinois University-Carbondale(Out-of-State),outofstate,1.0,629000,158000
engineering,University of Maine(Out-of-State),outofstate,1.0,629000,167000
engineering,Morgan State University(In-State),instate,1.0,627000,93500
engineering,Ferris State University(Out-of-State),outofstate,1.0,626000,115000
engineering,University of Hawaii at Manoa(Out-of-State),outofstate,1.0,626000,186000
engineering,University of Pittsburgh-Johnstown(In-State),instate,1.0,625000,106000
engineering,Kent State University at Kent(In-State),instate,1.0,623000,101000
engineering,Southern Illinois University-Edwardsville(Out-of-State),outofstate,1.0,619000,139000
engineering,Calvin College(Private),private,1.0,618000,173000
engineering,University of North Carolina at Charlotte(Out-of-State),outofstate,1.0,615000,134000
engineering,SUNY College of Environmental Science and Forestry(In-State),instate,1.0,609000,101000
engineering,University of Wisconsin-Stout(In-State),instate,1.0,607000,76600
engineering,University of Georgia(Out-of-State),outofstate,1.0,606000,169000
engineering,South Dakota State University(In-State),instate,1.0,600000,96900
engineering,North Carolina A & T State University(Out-of-State),outofstate,1.0,598000,119000
engineering,Kent State University at Kent(Out-of-State),outofstate,1.0,590000,134000
engineering,Morgan State University(Out-of-State),outofstate,1.0,589000,132000
engineering,South Dakota State University(Out-of-State),outofstate,1.0,589000,108000
engineering,University of Pittsburgh-Johnstown(Out-of-State),outofstate,1.0,582000,150000
engineering,Middle Tennessee State University(In-State),instate,1.0,581000,86300
engineering,University of Wisconsin-Stout(Out-of-State),outofstate,1.0,576000,108000
engineering,SUNY College of Environmental Science and Forestry(Out-of-State),outofstate,1.0,570000,140000
engineering,Christian Brothers University(Private),private,1.0,568000,163000
engineering,Tarleton State University(In-State),instate,1.0,566000,74400
engineering,SUNY College of Technology at Alfred(In-State),instate,1.0,551000,95200
engineering,Pennsylvania College of Technology(In-State),instate,1.0,547000,124000
engineering,SUNY Polytechnic Institute(In-State),instate,1.0,546000,93900
engineering,Tarleton State University(Out-of-State),outofstate,1.0,530000,110000
engineering,SUNY College of Technology at Alfred(Out-of-State),outofstate,1.0,525000,122000
engineering,Pennsylvania College of Technology(Out-of-State),outofstate,1.0,520000,150000
engineering,Roger Williams University(Private),private,1.0,518000,201000
engineering,Middle Tennessee State University(Out-of-State),outofstate,1.0,516000,152000
engineering,Vermont Technical College(In-State),instate,1.0,509000,102000
engineering,SUNY Polytechnic Institute(Out-of-State),outofstate,1.0,507000,133000
engineering,Vermont Technical College(Out-of-State),outofstate,1.0,465000,147000
engineering,University of Colorado Denver/Anschutz Medical Campus(Out-of-State),outofstate,1.0,N/A,N/A
engineering,University of Colorado Denver/Anschutz Medical Campus(In-State),instate,1.0,N/A,N/A
engineering,Embry-Riddle Aeronautical University-Worldwide(Private),private,1.0,N/A,N/A
engineering,Polytechnic University of Puerto Rico-Miami(Private),private,1.0,N/A,N/A
engineering,Polytechnic University of Puerto Rico-Orlando(Private),private,1.0,N/A,N/A
engineering,Universidad Metropolitana(Private),private,1.0,N/A,N/A
engineering,University of Puerto Rico-Mayaguez(In-State),instate,1.0,N/A,N/A
engineering,University of Puerto Rico-Mayaguez(Out-of-State),outofstate,1.0,N/A,N/A
engineering,New England Institute of Technology(Private),private,1.0,N/A,N/A
engineering,University of Michigan-Dearborn(Out-of-State),outofstate,1.0,N/A,N/A
engineering,University of Michigan-Dearborn(In-State),instate,1.0,N/A,N/A
engineering,Thomas Edison State University(Out-of-State),outofstate,1.0,N/A,N/A
engineering,Thomas Edison State University(In-State),instate,1.0,N/A,N/A
humanities,Yale University(Private),private,1.0,894000,261000
humanities,United States Military Academy(Service Academy),service academy,1.0,843000,0
humanities,Princeton University(Private),private,1.0,810000,240000
humanities,United States Naval Academy(Service Academy),service academy,1.0,784000,0
humanities,University of Pennsylvania(Private),private,1.0,769000,262000
humanities,Harvard University(Private),private,1.0,692000,254000
humanities,Dartmouth College(Private),private,1.0,672000,265000
humanities,Duke University(Private),private,1.0,657000,262000
humanities,Hamilton College(Private),private,1.0,650000,251000
humanities,Washington and Lee University(Private),private,1.0,643000,243000
humanities,Union College (New York)(Private),private,1.0,630000,253000
humanities,Virginia Military Institute(In-State),instate,1.0,589000,111000
humanities,Colgate University(Private),private,1.0,587000,255000
humanities,Boston College(Private),private,1.0,569000,257000
humanities,Wabash College(Private),private,1.0,566000,201000
humanities,Lehigh University(Private),private,1.0,543000,240000
humanities,University of California-Berkeley(In-State),instate,1.0,520000,139000
humanities,Haverford College(Private),private,1.0,518000,262000
humanities,Columbia University in the City of New York(Private),private,1.0,516000,272000
humanities,Northwestern University(Private),private,1.0,505000,267000
humanities,Virginia Military Institute(Out-of-State),outofstate,1.0,498000,201000
humanities,Georgetown University(Private),private,1.0,472000,263000
humanities,Franklin and Marshall College(Private),private,1.0,469000,258000
humanities,Wake Forest University(Private),private,1.0,469000,254000
humanities,Lafayette College(Private),private,1.0,466000,251000
humanities,Brandeis University(Private),private,1.0,460000,258000
humanities,San Jose State University(In-State),instate,1.0,460000,102000
humanities,University of Virginia-Main Campus(In-State),instate,1.0,453000,114000
humanities,Cornell University(Private),private,1.0,452000,258000
humanities,College of the Holy Cross(Private),private,1.0,450000,243000
humanities,George Mason University(In-State),instate,1.0,448000,106000
humanities,University of California-Los Angeles(In-State),instate,1.0,438000,133000
humanities,Stanford University(Private),private,1.0,437000,255000
humanities,Pomona College(Private),private,1.0,431000,255000
humanities,Syracuse University(Private),private,1.0,430000,241000
humanities,Amherst College(Private),private,1.0,425000,261000
humanities,University of California-Berkeley(Out-of-State),outofstate,1.0,423000,236000
humanities,Santa Clara University(Private),private,1.0,421000,251000
humanities,Connecticut College(Private),private,1.0,420000,256000
humanities,Brigham Young University-Provo(Private),private,1.0,419000,71100
humanities,Bowdoin College(Private),private,1.0,416000,251000
humanities,San Jose State University(Out-of-State),outofstate,1.0,415000,147000
humanities,Brown University(Private),private,1.0,409000,257000
humanities,Bates College(Private),private,1.0,405000,255000
humanities,Vanderbilt University(Private),private,1.0,402000,252000
humanities,University of California-San Diego(In-State),instate,1.0,401000,125000
humanities,Skidmore College(Private),private,1.0,399000,256000
humanities,New York University(Private),private,1.0,390000,268000
humanities,Washington University in St Louis(Private),private,1.0,390000,266000
humanities,Loyola University Maryland(Private),private,1.0,385000,244000
humanities,Tufts University(Private),private,1.0,384000,258000
humanities,Rice University(Private),private,1.0,382000,229000
humanities,Colby College(Private),private,1.0,377000,249000
humanities,University of Maryland-Baltimore County(In-State),instate,1.0,377000,103000
humanities,SUNY at Binghamton(In-State),instate,1.0,375000,95600
humanities,California Polytechnic State University-San Luis Obispo(In-State),instate,1.0,374000,100000
humanities,Emory University(Private),private,1.0,373000,249000
humanities,Middlebury College(Private),private,1.0,373000,250000
humanities,University of Notre Dame(Private),private,1.0,370000,254000
humanities,George Mason University(Out-of-State),outofstate,1.0,368000,187000
humanities,Fairfield University(Private),private,1.0,367000,243000
humanities,University of Michigan-Ann Arbor(In-State),instate,1.0,367000,110000
humanities,Towson University(In-State),instate,1.0,366000,96900
humanities,Vassar College(Private),private,1.0,366000,258000
humanities,University of California-Santa Barbara(In-State),instate,1.0,364000,139000
humanities,Clark University(Private),private,1.0,363000,204000
humanities,Miami University-Oxford(In-State),instate,1.0,362000,119000
humanities,University of California-Irvine(In-State),instate,1.0,362000,127000
humanities,Fordham University(Private),private,1.0,357000,266000
humanities,Stony Brook University(In-State),instate,1.0,356000,93300
humanities,College of William and Mary(In-State),instate,1.0,353000,129000
humanities,Bard College(Private),private,1.0,352000,263000
humanities,University of Illinois at Urbana-Champaign(In-State),instate,1.0,348000,118000
humanities,Catholic University of America(Private),private,1.0,347000,233000
humanities,Trinity College(Private),private,1.0,345000,262000
humanities,University of Maryland-College Park(In-State),instate,1.0,342000,99300
humanities,University of California-Los Angeles(Out-of-State),outofstate,1.0,341000,230000
humanities,George Washington University(Private),private,1.0,339000,257000
humanities,University of North Carolina at Chapel Hill(In-State),instate,1.0,339000,98900
humanities,Weber State University(In-State),instate,1.0,339000,74400
humanities,University of Houston(In-State),instate,1.0,338000,94000
humanities,University of Virginia-Main Campus(Out-of-State),outofstate,1.0,338000,229000
humanities,Bucknell University(Private),private,1.0,336000,257000
humanities,Villanova University(Private),private,1.0,336000,248000
humanities,University of Washington-Seattle Campus(In-State),instate,1.0,334000,107000
humanities,Wesleyan University(Private),private,1.0,333000,260000
humanities,Lake Forest College(Private),private,1.0,331000,218000
humanities,Seattle University(Private),private,1.0,331000,222000
humanities,California Polytechnic State University-San Luis Obispo(Out-of-State),outofstate,1.0,329000,145000
humanities,Whittier College(Private),private,1.0,328000,227000
humanities,University of Maryland-Baltimore County(Out-of-State),outofstate,1.0,327000,153000
humanities,Wellesley College(Private),private,1.0,327000,250000
humanities,University of California-Santa Cruz(In-State),instate,1.0,326000,138000
humanities,SUNY at Binghamton(Out-of-State),outofstate,1.0,325000,146000
humanities,University of Richmond(Private),private,1.0,324000,242000
humanities,University of Vermont(In-State),instate,1.0,324000,122000
humanities,Franklin Pierce University(Private),private,1.0,320000,192000
humanities,Towson University(Out-of-State),outofstate,1.0,320000,144000
humanities,Kalamazoo College(Private),private,1.0,317000,215000
humanities,The University of Texas at Austin(In-State),instate,1.0,317000,104000
humanities,Tulane University of Louisiana(Private),private,1.0,315000,256000
humanities,The College of New Jersey(In-State),instate,1.0,314000,127000
humanities,Rutgers University-New Brunswick(In-State),instate,1.0,313000,121000
humanities,University of Chicago(Private),private,1.0,312000,275000
humanities,Saint Mary's College of California(Private),private,1.0,311000,242000
humanities,Stonehill College(Private),private,1.0,310000,220000
humanities,University of Dallas(Private),private,1.0,310000,204000
humanities,Troy University(In-State),instate,1.0,307000,75000
humanities,University of California-San Diego(Out-of-State),outofstate,1.0,304000,223000
humanities,Weber State University(Out-of-State),outofstate,1.0,304000,110000
humanities,University of Colorado Boulder(In-State),instate,1.0,303000,120000
humanities,University of Massachusetts-Lowell(In-State),instate,1.0,303000,108000
humanities,Spelman College(Private),private,1.0,302000,178000
humanities,Pacific Lutheran University(Private),private,1.0,300000,204000
humanities,Gustavus Adolphus College(Private),private,1.0,299000,209000
humanities,Kenyon College(Private),private,1.0,298000,253000
humanities,Stony Brook University(Out-of-State),outofstate,1.0,298000,151000
humanities,Dickinson College(Private),private,1.0,297000,254000
humanities,Gettysburg College(Private),private,1.0,297000,246000
humanities,Chapman University(Private),private,1.0,295000,253000
humanities,Miami University-Oxford(Out-of-State),outofstate,1.0,295000,185000
humanities,University of California-Davis(In-State),instate,1.0,294000,136000
humanities,University of Houston(Out-of-State),outofstate,1.0,294000,137000
humanities,University of Rhode Island(In-State),instate,1.0,291000,111000
humanities,James Madison University(In-State),instate,1.0,290000,96200
humanities,University of Illinois at Urbana-Champaign(Out-of-State),outofstate,1.0,288000,178000
humanities,CUNY Hunter College(In-State),instate,1.0,287000,83900
humanities,Reed College(Private),private,1.0,287000,253000
humanities,San Francisco State University(In-State),instate,1.0,287000,97900
humanities,Johns Hopkins University(Private),private,1.0,286000,258000
humanities,Seton Hall University(Private),private,1.0,286000,211000
humanities,Providence College(Private),private,1.0,285000,240000
humanities,Northeastern University(Private),private,1.0,284000,247000
humanities,Bryn Mawr College(Private),private,1.0,283000,252000
humanities,University of Alaska Anchorage(In-State),instate,1.0,281000,87800
humanities,University of Delaware(In-State),instate,1.0,281000,106000
humanities,University of Nevada-Reno(In-State),instate,1.0,281000,91500
humanities,Troy University(Out-of-State),outofstate,1.0,280000,102000
humanities,Barnard College(Private),private,1.0,279000,259000
humanities,Southern Methodist University(Private),private,1.0,279000,262000
humanities,Auburn University(In-State),instate,1.0,278000,115000
humanities,California State University-Dominguez Hills(In-State),instate,1.0,278000,90000
humanities,University of South Dakota(In-State),instate,1.0,277000,82800
humanities,Texas A & M University-College Station(In-State),instate,1.0,275000,97100
humanities,California State Polytechnic University-Pomona(In-State),instate,1.0,273000,98300
humanities,DePaul University(Private),private,1.0,272000,207000
humanities,Hobart William Smith Colleges(Private),private,1.0,272000,254000
humanities,University of North Dakota(In-State),instate,1.0,272000,82700
humanities,The College of New Jersey(Out-of-State),outofstate,1.0,270000,170000
humanities,Youngstown State University(In-State),instate,1.0,270000,86300
humanities,Boston University(Private),private,1.0,269000,259000
